Avg_salary,Rating,Size,Type of ownership,Industry,Sector,Revenue,No. of Competitors,Per_Hour,Employer_provided,State,job_loc,Age_of_company,Python,SPARK,AWS,EXCEL,Job_Titles_Simplified,Title_Seniority,Job_Description_Length
80.5,3.5,10000+ employees,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),2,0,0,NY,0,4,1,0,1,0,Data Scientist,Not Mentioned,6513
110.5,-1.0,Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,0,NY,0,-1,1,0,0,0,Data Scientist,Not Mentioned,1850
114.0,2.9,51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,3,0,0,CA,0,22,1,1,0,0,Data Engineer,Not Mentioned,3358
139.5,3.5,51 to 200 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),0,0,0,CA,0,-1,1,0,0,0,Data Scientist,Not Mentioned,1131
145.5,4.8,1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,0,NY,0,9,1,0,0,1,Data Scientist,Not Mentioned,2191
87.0,4.0,201 to 500 employees,Company - Private,Lending,Finance,$100 to $500 million (USD),3,0,0,NY,1,13,0,0,0,1,Data Scientist,Not Mentioned,2513
100.5,4.2,201 to 500 employees,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),0,0,0,MA,1,135,0,0,0,1,Data Scientist,Not Mentioned,5066
147.0,3.8,10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),3,0,0,NY,0,53,1,1,0,1,Data Scientist,Not Mentioned,5532
110.5,3.7,201 to 500 employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),3,0,0,NY,1,106,1,0,0,1,Data Engineer,Not Mentioned,1539
49.0,3.9,501 to 1000 employees,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,3,0,0,PA,1,83,1,0,0,0,Analyst,Not Mentioned,3999
94.0,4.6,51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),0,0,0,MA,0,-1,1,1,1,0,Data Scientist,Not Mentioned,3011
123.5,4.3,1001 to 5000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),1,0,0,NY,1,21,1,0,1,0,Data Scientist,Senior,4848
84.5,3.3,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,0,NY,1,6,0,0,0,0,Other Titles,Senior,3650
71.0,3.7,501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),3,0,0,VA,1,31,0,0,0,1,Analyst,Not Mentioned,2685
73.0,4.0,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,0,OR,0,81,0,0,0,0,Data Engineer,Not Mentioned,2216
101.0,3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,0,MA,0,169,0,0,0,0,Director,Not Mentioned,4462
181.0,3.9,201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),2,0,0,CA,1,13,1,1,0,0,Machine Learning Engineer,Not Mentioned,2037
109.5,3.7,10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,0,CA,0,81,0,0,0,1,Data Scientist,Not Mentioned,4495
184.5,3.7,10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),3,0,0,WA,0,62,1,0,0,1,Data Scientist,Senior,7325
165.0,3.9,201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,0,NY,1,6,1,0,0,0,Data Scientist,Senior,4840
61.0,3.7,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),3,0,0,IL,1,92,1,1,0,0,Analyst,Not Mentioned,5839
205.0,4.1,51 to 200 employees,Company - Private,Internet,Information Technology,$50 to $100 million (USD),3,0,0,CA,1,10,1,1,1,0,Data Engineer,Senior,4077
59.5,3.1,1001 to 5000 employees,School / School District,K-12 Education,Education,$100 to $500 million (USD),0,0,0,NY,1,14,1,0,0,1,Analyst,Not Mentioned,4375
103.5,3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,0,KY,0,145,0,0,0,0,Other Titles,Not Mentioned,5244
62.5,3.0,10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),3,0,0,CT,0,39,0,0,0,1,Other Titles,Not Mentioned,3509
63.0,3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,0,MA,1,169,0,0,0,1,manager,Not Mentioned,5699
66.0,3.6,1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),2,0,0,NY,1,40,0,0,0,1,Analyst,Not Mentioned,2323
94.5,3.5,501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,0,CA,1,7,1,1,1,1,Data Engineer,Not Mentioned,5825
75.5,4.2,51 to 200 employees,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,3,0,0,NY,1,8,1,0,1,0,Data Scientist,Not Mentioned,4391
87.0,4.0,501 to 1000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),2,0,0,VA,0,66,1,0,0,0,Machine Learning Engineer,Not Mentioned,3160
140.0,3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MD,0,107,1,0,0,1,Data Scientist,Senior,4611
86.0,3.7,201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,0,MD,0,14,1,0,0,1,Data Scientist,Not Mentioned,6683
116.5,4.4,1 to 50 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,0,CA,1,8,1,0,0,0,Data Scientist,Senior,1225
154.5,3.5,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),3,0,0,MA,1,10,1,0,0,1,Other Titles,Senior,4538
87.0,3.7,501 to 1000 employees,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),0,0,0,KS,0,47,1,0,0,1,Machine Learning Engineer,Not Mentioned,2905
48.5,3.6,1001 to 5000 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),0,0,0,CA,1,34,0,0,0,1,Analyst,Not Mentioned,4644
80.0,3.4,501 to 1000 employees,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),3,0,0,TX,0,18,1,1,0,1,Data Engineer,Not Mentioned,7878
43.0,4.0,1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),0,1,0,TX,0,43,0,0,1,0,Other Titles,Not Mentioned,5215
52.5,2.4,501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),0,0,0,IL,0,-1,0,0,0,0,Other Titles,Not Mentioned,2455
173.0,3.7,10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,0,CA,0,81,1,0,0,0,Data Scientist,Senior,5942
68.5,3.5,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,3,0,0,AZ,0,23,1,1,0,0,Data Engineer,Not Mentioned,1249
172.0,4.4,1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,0,0,0,NY,1,19,0,0,0,0,Data Scientist,Not Mentioned,3251
114.5,3.3,10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3,0,0,MA,1,108,1,0,0,0,Data Scientist,Not Mentioned,4277
95.0,3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MD,0,107,0,0,0,0,Other Titles,Senior,3135
69.5,3.2,5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),3,0,0,MA,1,62,1,0,0,1,Data Scientist,Not Mentioned,4538
64.5,3.2,501 to 1000 employees,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,3,0,0,NY,1,17,1,0,1,1,Data Engineer,Not Mentioned,2957
111.5,2.1,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,0,CA,1,-1,0,0,0,1,Other Titles,Not Mentioned,4378
97.5,4.0,501 to 1000 employees,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,2,0,0,NY,1,13,1,0,0,1,Data Scientist,Not Mentioned,3458
154.5,3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MA,0,239,0,1,1,1,Data Engineer,Not Mentioned,6892
124.0,2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,0,PA,1,36,0,0,0,0,Machine Learning Engineer,Senior,5421
95.0,3.4,201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,2,0,0,NY,0,9,1,1,1,0,Data Scientist,Not Mentioned,3134
128.5,4.4,201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,0,0,IL,1,12,1,0,1,1,Data Scientist,Senior,3206
194.0,3.2,501 to 1000 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3,0,0,CA,1,14,0,0,1,1,Data Scientist,Senior,4893
104.5,3.5,201 to 500 employees,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,0,NY,1,15,1,1,1,1,Data Scientist,Not Mentioned,4170
63.0,3.7,501 to 1000 employees,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,1,0,CO,1,54,0,0,0,0,Other Titles,Not Mentioned,1967
85.5,4.2,201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,0,NC,0,12,1,0,0,1,Data Engineer,Not Mentioned,5226
50.0,4.2,10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,0,0,0,UT,1,-1,0,0,1,1,Analyst,Not Mentioned,4574
113.0,3.1,1001 to 5000 employees,Company - Public,Video Games,Media,$10+ billion (USD),3,0,0,CA,0,23,1,1,1,1,Data Engineer,Not Mentioned,2447
90.5,3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MA,0,190,0,0,1,0,Other Titles,Not Mentioned,5893
153.0,4.3,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1,0,0,CA,1,12,1,1,0,1,Data Scientist,Senior,2119
123.5,3.3,1001 to 5000 employees,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),3,0,0,CA,1,32,0,0,0,1,Analyst,Not Mentioned,7432
47.0,3.9,201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),0,0,0,NY,1,10,0,1,0,0,Analyst,Senior,2492
64.0,3.5,501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,0,CA,1,24,0,0,0,0,manager,Not Mentioned,3901
162.0,4.0,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),2,0,0,CA,1,38,1,0,0,1,Other Titles,Not Mentioned,3895
137.0,3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,NY,0,107,1,0,0,0,Data Scientist,Senior,3197
98.0,3.0,10000+ employees,Company - Private,Gas Stations,Retail,$10+ billion (USD),3,0,0,TN,1,62,1,0,0,0,Data Engineer,Senior,2177
115.0,3.7,10000+ employees,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),3,0,0,NY,0,157,1,0,0,1,Data Scientist,Not Mentioned,4772
133.5,3.5,5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,0,CO,0,150,1,0,0,1,Data Scientist,Senior,3602
99.0,4.0,501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,0,CO,1,105,1,0,1,0,Data Engineer,Not Mentioned,4752
54.0,3.3,501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,0,0,0,WI,1,56,0,0,0,0,Other Titles,Not Mentioned,2855
109.0,3.2,1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,0,TN,0,16,0,0,1,1,Data Engineer,Senior,1811
109.0,3.4,201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,0,MD,0,21,0,0,1,0,Data Engineer,Not Mentioned,3705
139.5,4.4,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,0,MA,1,36,1,0,0,0,Data Scientist,Senior,2537
254.0,3.3,10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3,0,0,IL,0,108,1,0,0,0,Director,Not Mentioned,4500
125.0,3.2,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,3,0,0,NY,1,45,1,0,1,1,Machine Learning Engineer,Not Mentioned,3549
106.5,3.8,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,0,MA,0,24,1,0,0,0,Other Titles,Senior,4086
73.0,2.9,201 to 500 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,3,0,0,CA,0,8,0,0,0,0,Other Titles,Not Mentioned,3761
81.0,2.7,201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,0,MD,1,59,0,0,0,1,Other Titles,Not Mentioned,3809
55.0,3.6,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,1,0,DE,0,85,0,0,0,0,Other Titles,Not Mentioned,2840
99.5,3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,0,NC,1,145,0,0,0,1,Other Titles,Not Mentioned,7209
45.5,3.3,501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,0,OH,1,31,0,0,0,0,Analyst,Not Mentioned,2895
54.0,3.7,5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,0,MA,1,168,0,0,0,0,Analyst,Not Mentioned,3841
122.5,4.5,51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),0,0,0,IN,1,24,1,1,1,0,Data Engineer,Senior,2331
37.5,3.0,1001 to 5000 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),3,0,0,FL,1,43,0,0,0,1,Analyst,Not Mentioned,6255
53.5,3.8,1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),3,0,0,NY,1,18,1,0,0,1,Analyst,Not Mentioned,2504
140.0,3.9,5001 to 10000 employees,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),0,0,0,IL,1,52,1,0,0,1,Data Scientist,Senior,5374
77.5,3.2,5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),3,0,0,VA,0,62,0,0,0,0,Other Titles,Senior,3299
53.0,3.3,1 to 50 employees,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,0,1,1,MA,1,44,0,0,0,1,Other Titles,Not Mentioned,1866
117.5,3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,0,NC,1,145,0,0,0,1,Other Titles,Senior,7444
70.5,2.4,501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,0,0,CA,1,14,0,0,0,0,Other Titles,Not Mentioned,3401
70.0,2.9,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,0,NY,0,5,0,0,0,1,Other Titles,Not Mentioned,4755
61.5,4.8,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),0,0,0,CA,1,9,0,0,0,1,manager,Not Mentioned,3721
80.0,2.9,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,0,GA,0,5,0,0,0,1,Other Titles,Senior,4654
79.5,4.7,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),0,0,0,GA,1,17,1,0,0,1,Data Scientist,Not Mentioned,3123
168.0,4.7,501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),0,0,0,CA,1,6,1,0,0,1,Data Scientist,Not Mentioned,3971
90.0,3.4,1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),0,0,0,MA,1,32,0,1,0,1,Data Engineer,Not Mentioned,2786
120.0,-1.0,Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,1,MA,0,-1,0,0,0,1,Other Titles,Not Mentioned,3334
138.5,3.9,51 to 200 employees,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,0,CA,1,12,1,0,0,0,Analyst,Senior,5777
111.5,3.6,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),3,0,0,PA,0,3,0,0,0,0,Other Titles,Senior,5064
68.5,3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,0,MA,0,169,0,0,0,1,manager,Not Mentioned,5071
84.5,3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,0,0,MA,0,190,0,0,1,0,Other Titles,Senior,6219
102.5,4.4,1001 to 5000 employees,Company - Public,Internet,Information Technology,$100 to $500 million (USD),3,0,0,TN,0,14,1,1,1,0,Data Engineer,Senior,6167
73.5,2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,0,PA,1,36,0,0,0,1,Other Titles,Not Mentioned,3107
93.5,3.6,501 to 1000 employees,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),0,0,0,OH,0,53,1,0,0,0,Other Titles,Not Mentioned,3710
127.5,3.2,1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,0,0,PA,0,-1,0,0,0,1,manager,Not Mentioned,1678
72.0,4.2,10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,0,0,0,UT,1,-1,0,0,0,0,Analyst,Not Mentioned,2861
129.5,3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,0,MA,0,169,1,1,1,1,Other Titles,Not Mentioned,4671
47.0,3.1,1001 to 5000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),3,0,0,UT,1,43,1,0,0,1,Analyst,Not Mentioned,4433
65.0,3.8,501 to 1000 employees,Subsidiary or Business Segment,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,0,0,0,AL,1,6,1,1,1,1,Data Engineer,Not Mentioned,3623
60.0,3.8,1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),3,0,0,WI,1,150,0,0,1,1,Analyst,Not Mentioned,4150
167.5,4.0,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,0,NY,1,171,0,0,1,1,Data Scientist,Senior,4953
65.0,3.8,1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),3,0,0,NY,1,18,0,0,0,1,Analyst,Not Mentioned,2525
94.0,4.0,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),3,0,0,VA,0,8,1,0,0,0,Analyst,Senior,4141
87.5,1.9,201 to 500 employees,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),3,0,0,NY,1,10,1,0,0,1,Analyst,Senior,4591
97.0,4.0,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),3,0,0,VA,0,8,1,1,1,0,Data Engineer,Senior,6215
112.5,4.3,5001 to 10000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),3,0,0,NC,0,30,1,1,1,0,Data Engineer,Senior,4614
91.5,3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,0,MA,0,169,0,1,1,1,Other Titles,Not Mentioned,4304
51.5,3.3,10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3,0,0,IN,0,108,1,0,0,1,Other Titles,Not Mentioned,4370
114.5,3.8,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,0,MA,0,24,0,0,0,0,Data Scientist,Not Mentioned,1783
115.0,4.3,201 to 500 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,0,0,NY,1,9,1,1,1,0,Data Scientist,Not Mentioned,1409
74.0,3.2,1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,0,0,PA,0,-1,1,0,1,0,manager,Not Mentioned,1817
51.0,4.7,51 to 200 employees,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),0,0,0,CA,0,48,0,0,0,1,Other Titles,Not Mentioned,4265
100.0,3.4,501 to 1000 employees,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,0,AZ,0,39,0,0,0,0,Data Engineer,Senior,3923
121.0,3.8,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,0,MA,0,24,0,0,0,0,Data Scientist,Senior,1949
121.5,4.5,201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),3,0,0,CA,1,14,0,0,0,0,Analyst,Senior,3751
62.5,3.1,10000+ employees,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),0,0,0,MA,0,164,1,0,0,1,Other Titles,Not Mentioned,3339
117.5,-1.0,-1,-1,-1,-1,-1,0,0,1,MA,0,-1,0,0,0,1,Other Titles,Not Mentioned,3465
122.0,3.9,201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,0,FL,1,8,1,0,1,0,Data Scientist,Senior,5698
85.0,4.4,51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,0,VA,0,16,1,1,1,0,Data Engineer,Not Mentioned,2893
60.5,3.4,501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,0,AZ,0,18,1,1,1,0,Data Engineer,Not Mentioned,1251
180.0,3.9,51 to 200 employees,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),0,0,0,CA,1,11,1,0,0,1,Data Scientist,Senior,3233
70.5,4.7,1001 to 5000 employees,Company - Private,Lending,Finance,Unknown / Non-Applicable,0,0,0,MO,1,18,0,1,0,1,Other Titles,Not Mentioned,2751
118.5,3.3,1001 to 5000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),0,0,0,VA,0,3,1,1,0,0,Data Engineer,Not Mentioned,3455
66.5,3.9,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,0,IL,0,25,1,0,0,0,Other Titles,Not Mentioned,4806
107.5,3.4,1001 to 5000 employees,Company - Private,Consulting,Business Services,$100 to $500 million (USD),3,0,0,MA,0,77,0,1,0,1,Data Scientist,Not Mentioned,8882
138.5,4.7,51 to 200 employees,Company - Private,Security Services,Business Services,$10 to $25 million (USD),0,0,0,TX,1,10,1,1,0,0,Data Engineer,Senior,4916
81.0,2.7,201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,0,MD,1,59,0,0,0,0,Other Titles,Not Mentioned,4767
58.5,3.8,1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),3,0,0,IL,1,95,1,1,0,1,Data Engineer,Not Mentioned,2348
107.5,3.4,1001 to 5000 employees,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),3,0,0,IL,1,15,0,0,0,0,Data Engineer,Senior,4335
120.5,3.8,501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,0,0,MA,1,12,0,0,0,0,Other Titles,Not Mentioned,2723
63.5,3.9,201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),2,0,0,CA,1,13,1,1,0,0,manager,Not Mentioned,2365
103.5,3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,0,KY,0,145,0,0,0,0,Other Titles,Not Mentioned,5231
107.0,4.1,5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),3,0,0,CA,0,39,1,0,0,1,Data Scientist,Not Mentioned,3401
105.5,3.7,5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),0,0,0,VA,0,-1,1,1,0,0,Data Engineer,Not Mentioned,2707
83.0,2.8,501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),3,0,0,CA,1,48,0,0,0,0,Data Engineer,Not Mentioned,3880
162.0,4.0,1001 to 5000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,2,0,0,CA,0,13,1,1,1,1,Data Engineer,Senior,4024
68.5,3.5,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,0,0,CA,1,51,1,1,0,1,Other Titles,Not Mentioned,3447
110.5,3.4,10000+ employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),3,0,0,OH,0,42,0,0,0,1,Data Scientist,Senior,1735
115.5,3.7,201 to 500 employees,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),0,0,0,IA,1,-1,1,0,0,1,Data Engineer,Senior,6633
87.5,3.0,501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,3,0,0,CA,1,26,0,0,0,1,Other Titles,Not Mentioned,4637
80.5,3.8,1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),3,0,0,WA,1,55,0,0,0,0,Data Scientist,Senior,5236
43.0,4.6,501 to 1000 employees,Company - Private,Lending,Finance,$100 to $500 million (USD),0,0,0,IA,1,28,0,0,0,1,Analyst,Not Mentioned,4377
140.0,4.4,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,0,MA,1,17,0,0,0,1,Director,Not Mentioned,5494
